Soru,Cevap
"Türkçe’de kullandığımız hangi kelime Arapça “hulk” veya “huluk”un çoğulu olup seciye, tabiat, huy anlamlarına gelir?","Türkçe’de kullandığımız ahlâk kelimesi, Arapça “hulk” veya “huluk”un çoğuludur ve seciye, tabiat, huy anlamlarına gelir. Diğer bir ifadeyle kişinin birtakım yatkınlıklarına, karakter özelliklerine işaret eder. Doğru cevap C'dir."
"Uzun vâdeli düşünmeye, kalıcılığa, sürekliliğe imkân olmayan günümüzde, mesleklerin de mevcut dönüşüme uygun hâle getirilmesi şart olmuştur.  Bu durumda bugünün iş yaşamında hangi kavram genel kural olarak kabul edilmektedir?","Uzun vâdeli düşünmeye, kalıcılığa, sürekliliğe imkân yoktur. Bu durum, mesleklerin de mevcut dönüşüme uygun hâle getirilmesini şart koşmaktadır. Nitekim bugünün iş yaşamında esneklik genel kural kabul edilmektedir."
"Aşağıdakilerden hangisi meslek ahlakının, meslek mensubuna kazandırdığı alışkanlıklar arasında yer almaz?", 
"Kant’a göre yeryüzünde kendi başına, mutlak ve koşulsuz olarak iyi olan tek şey aşağıdakilerden hangisidir?","Kant’a göre yeryüzünde kendi başına, mutlak ve koşulsuz olarak iyi olan tek bir şey vardır, o da ‘iyi niyet’tir. Doğru yanıt D seçeneğidir. "
Aşağıdakilerden hangisi sosyal ve ekonomik haklar olarak da adlandırılır?,Sosyal ve ekonomik haklar da denilen haklar ikinci kuşak haklardır. Buna göre doğru cevap B şıkkıdır.
"Aşağıdakilerden hangisi, bir toplumdaki kaynakların, ürünlerin ve yükümlülüklerin dağıtımını düzenleyen ve  ücretlerin adil olması, iskân, sağlık, eğitim ve refah gibi konularla ilgilenen adalet türüdür?","Sosyal adalet, bir toplumdaki kaynakların, ürünlerin ve yükümlülüklerin dağıtımını düzenler. Ücretlerin adil olması, iskân, sağlık, eğitim ve refah gibi sosyal konularla ilgilenir. Doğru cevap E seçeneğidir."
İnsanların sendika kurma hakkı ilk kez hangi haklar kapsamında ortaya çıkmıştır?,Sendika kurma hakkı ilk kez hangi ikinci kuşak haklar kapsamında ortaya çıkmıştır. Buna göre doğru cevap C şıkkıdır.
Aşağıdaki belgelerden hangisi toplum sözleşmesi kuramının etkilerini taşımaktadır?,Toplum sözleşmesi kuramı Fransız İnsan ve Yurttaş Hakları Bildirisi ile Amerika kıtasındaki anayasacılık faaliyetlerini etkilemiştir.
Meslekler denildiğinde akla gelen konulardan birisi “meslek ahlakı” ve meslek etiği” kavramlarıdır buna göre aşağıdakilerden hangisi yanlıştır?,"Bütün bu olup bitenlerin yanısıra gündelik konuşmalarımızda “meslek ahlâkı” ve “meslek etiği” terimleri daha sık geçiyor. Pek çok meslek grubu, kendine özgü ahlâki davranış standartları, etik kodlar oluşturuyor ve ilân ediyor."
Aşağıdakilerden hangisi Kant'ın söylemleri ile ilgili yanlış bir ifadedir?,Kant’a göre her insan saygıyı hak eder. 
"Halka belirli özgürlük tanıyan bir belge olmaktan çok, kralın otoritesini belli ölçüde
sınırlandıran ve feodal beylerin bazı haklarını güvence altına alan berat aşağıdakilerden hangisidir?","Magna Carta aslında halka belirli özgürlük tanıyan bir belge olmaktan çok, kralın otoritesini belli ölçüde sınırlandıran ve feodal beylerin bazı haklarını güvence altına alan bir Feodal Berat’tır."
"""Bana yalan söylemeyeceğine söz ver"", ifadesi seçeneklerden hangisine bir örnektir?  ","“Bana yalan söylemeyeceğine söz ver!”, “Bana sadık kalacağına yemin et!”, “Görevini yap ve işini düzenli bir şekilde yürüt!”, “Yaşlılara daha saygılı davranman gerekir!”, “Başım sıkıştığında yardım et!” gibi ifadeler ahlaki buyruklara örnektir."
"Bir yönetici, yaptığı yasayla bağlı olduğu gibi yaptığı yasa adalete aykırıysa üstün yasaya doğal hukuka uygun davranmak zorundadır cümlesi hangi öğretinin açıklamasıdır?","Özellikle iktidarların keyfi tutumlarını sınırlandırmanın yollarını arayan düşünürler “direnme hakkı” öğretisini geliştirirken yöneticinin hukukla bağlı olduğu fikrini geliştirmişlerdir ki bu düşünce daha sonra ortaya çıkacak olan hukuk devleti ilkesinin kaynağıdır.Buna göre bir yönetici, yaptığı yasayla bağlı olduğu gibi yaptığı yasa adalete aykırıysa üstün yasaya doğal hukuka uygun davranmak zorundadır. Doğru cevap E seçeneğidir."
Aşağıdaki seçeneklerden hangisi üçüncü kuşak haklardan biridir?,"Üçüncü Kuşak Haklar (Dayanışma Hakları) , Çevre hakkı , İnsanlığın ortak malvarlığına saygı hakkı , Gelişme hakkı , Barış hakkı olarak sıralanabilir."
Aşağıdakilerden hangisinin konusu işletmelerin mal ve hizmet üretirken gerek örgüt gerekse kişi düzeyinde uyması gereken davranış standartlarıdır? ,"İş etiğinin konusu, işletmelerin mal ve hizmet üretirken gerek örgüt gerekse kişi düzeyinde uyması gereken davranış standartlarıdır."
Aşağıda Ahlak kavramı ile ilgili verilen ifadelerden hangisi yanlıştır?,"Ahlâk kavramı, kısmen doğal olarak oluşan, kısmen uzlaşımla belirlenmiş, kısmen de gelenekle aktarılmış karşılıklı kabullenme süreçlerinin sonucunda ortaya çıkan tüm düzen ve anlam yapılarını (kural sistemlerini) kapsar; bunlar maddi norm ve değer anlayışlarından ve tasarımlarından oluşan bir katalog şeklinde, bir yandan topluluğun gereksinimlerini nasıl karşılayacağını söyleyen kuralları düzenlerken, öte yandan bu kuralların bağlayıcı (ödev) olduğunu kabul eden topluluğun özgürlüğe yaklaşımı hakkında bilgi verir.
• Ahlâk kavramı, bir düzen kavramıdır; ilke kavramı değildir. Düzen kavramları (örneğin devlet, bilgi, sanat) çeşitli ampirik verilerle bir açıdan bir anlam bütünü oluşturur. Böylelikle “devlet” kavramı, bir toplumun ilişkiler ağını düzenleyen hukuksal, siyasal, ekonomik ilişkilerin modeli olarak görülebilir. “Bilgi”,
bilimsel araştırma ve entelektüel faaliyetler aracılığıyla hedeflenen sonuçların modeli olabilir. “Sanat”, hayal gücü ve yaratıcılık aracılığıyla oluşturulan ürünlerin modeli olarak tanımlanabilir.
• Ahlâk kavramı, içeriği doğrultusunda değişebilir; ama ahlâka duyulan talep sabit kalır. Geçerlilik taleplerinin içeriği ya da uygulanma biçimi eskiyebilir, çağdışı kalabilir ama bu, günün birinde artık hiçbir ahlâki geçerlilik talebinin kalmayacağı anlamına gelmez; zorunluluk taleplerinin yerini yine hiçbir şekilde “ebedi” olmayan, tersine pratikte sürekli sorgulanabilir, eleştirilebilir, değiştirilebilir olmaları gereken yeni, “çağdaş” olarak kabul edilen normlar alır. Kurallar, eylem topluluğunun çoğunluğu tarafından benimsenip onlara uyulduğu sürece geçerlidir. Dolayısıyla kurallar bir özgürlük ediminin ürünüdür ve bu şekilde onaylandıkları sürece anlamlıdır."
"Kişinin kendisini, daha doğru bir ifadeyle karakterini değerlendirmeyi, çözümlemelerinin temeline koyan etik yaklaşım aşağıdakilerden hangisidir?","Erdem etiğini, diğer etik teorilerinden ayıran nokta; erdeme merkezi bir yer vermesi ve eylemi değil, kişinin kendisini, daha doğru bir ifadeyle karakterini değerlendirmeyi, çözümlemelerinin temeline koymasıdır. Bu nedenle cevap “A” seçeneğidir."
"Meslek ahlâkı, herhangi bir meslek mensubuna birtakım ahlâki alışkanlıklar kazandırır. Aşağıdakilerden hangisi bu alışkanlıklara bir örnek olamaz?","Meslek ahlâkı, herhangi bir meslek mensubuna birtakım ahlâki alışkanlıklar kazandırır. Bu alışkanlıklara örnek olarak şunlar gösterilebilir: iş ortamında saygınlık kazanma, iş ortamındaki güvenirlik, iş dünyasında iyi bir imaja sahip olma, meslek hayatında karşılaşılacak problemlerin çözümünde kolaylık görme, ahlâki değerlerle kalite yönetimi, stratejik planlama gibi alanların yönetilmesine de yardımcı olma, ahlâki değerlerle kurumların sosyal sorumluluklarını düzenli bir şekilde yerine getirmesini sağlama, ahlâki değerlerle haksız rekabetin engellenmesini sağlama iş ortamında kabul görme gibi. Doğru cevap D seçeneğidir."
"Bireyin özgürlüğüne önem veren, bu herhangi  bir değer lehine feragat edilemeyeceğini kabul eden adalet anlayışı aşağıdakilerden hangisidir? ","Prosedürel adaletin, bireyin özgürlüğüne önem verdiği, bu özgürlükten sosyal
adalet veya herhangi başka bir değer lehine feragat edilemeyeceğini kabul ettiği söylenebilir. Dolayısıyla burada adalet, ‘özgürlük’ değeri üzerinde temellendirilmiştir. Doğru cevap E seçeneğidir. "
İnsan hakları ile ilgili ilk belge aşağıdaki seçeneklerden hangisinde doğru olarak verilmiştir ?,"İnsan hakları tarihi açısından ortaçağı önemli kılan hususlardan birisi, daha sonra yapılacak olan insan hakları sözleşmelerine esas olan özgürlüklerin kazanılması, en azından talep edilmesi olmuştur. Bunlar içinde en bilineni Magna Carta‘dır. Magna Carta esasında soylulara ayrıcalık tanıyan bir berattır ancak keyfi tutuklamanın önlenmesi, seyahat özgürlüğü gibi hakları içermektedir. Tarihsel önemi belgesel öneminden büyüktür. Manga Carta ve benzeri diğer beratlar, belli sınıflara ayrıcalık tanısa da merkezi iktidarın sınırlandırılması yönünde tarihsel duraklardır."
Aşağıdakilerden hangisi üçüncü kuşak haklar arasında değildir?,"Konut hakkı, ikinci kuşak haklar arasında yer almaktadır. Buna göre doğru cevap B şıkkıdır."
Komüniteryan eleştirinin büyük bir bölümü aşağıdakilerden hangisine yöneliktir? ,"Komüniteryan eleştirinin büyük bir bölümü, liberalizmin kişisel özgürlüğe fazla önem verip toplumsal sorumluluğu göz ardı eden ahlâki bireyciliğine yöneliktir. Komüniteryan eleştiriye göre liberalizm, özerklik ve bağımsızlık üzerine odaklanır; karşılıklılık, liyakat ve dayanışma kavramlarını pek önemsemez. Bu nedenle doğru cevap C seçeneğidir. "
Aşağıdaki seçeneklerden hangisi Durkheim'ın  ahlaki kontrol hakkındaki düşüncesidir? ,Durkheim’a göre ahlaki kontrol insan yaşamı için vazgeçilmezdir.
"Gerçekte her birimiz hem etnisite, milliyet ya da inanç bakımından hem de yerel köklerimiz, toplumsal cinsiyetimiz, cinsel yönelimimiz, dilimiz, eğitimimiz, toplumsal sınıfımız, politik görüşümüz, yaşımız gibi ayırt edici özellikleri olan çok sayıda farklı kategoriye aidiz. Cümlesi hangi düşünüre aittir?","Hammerg'in söylediği gibi gerçekte her birimiz hem etnisite, milliyet ya da inanç bakımından hem de yerel köklerimiz, toplumsal cinsiyetimiz, cinsel yönelimimiz, dilimiz, eğitimimiz, toplumsal sınıfımız, politik görüşümüz, yaşımız gibi ayırt edici özellikleri olan çok sayıda farklı kategoriye aidiz. Doğru cevap A seçeneğidir."
Aşağıdakilerden hangisi liberal siyaset teorisine göre doğru bir bilgi değildir? ,"Liberal siyaset teorisine göre liberalizmin çözmesi gereken temel sorun, siyasi iktidarın, her bireye eşit muamele etmesini sağlayacak ve onlara herhangi bir özel iyi anlayışını zorla kabul ettirmesini engelleyecek kurallar bütününü belirlemektir. Liberalizmin temel değeri tarafsızlıktır ve bu görüşün tutarlı olabilmesi için, liberal bir toplumu tanımlayacak kuralların, o toplumdaki farklı iyi anlayışları karşısında tarafsız bir konumdan hareketle kararlaştırıldığını göstermesi gerekir. Bu doğrultuda doğru cevap D seçeneğidir. "
Aşağıdakilerden hangisi dayanışma hakları olarak da bilinir?,Dayanışma hakları olarak da bilinen haklar üçüncü kuşak haklardır. Buna göre doğru cevap D şıkkıdır.
"Aşağıdakilerden hangisi, günümüzdeki “meslek” kavramı açısından yanlıştır?","Gün geçmiyor ki yeni bir meslek türü ortaya çıkmasın. Yeni meslekler ortaya çıktıkça meslek yaşamında hem nicel hem de nitel değişimler oluyor; meslekler gittikçe daha teknikleşiyor ve karmaşıklaşıyor. İçinde yaşadığımız dönem, artık “uzmanlaşma” veya “uzmanlık” çağı olarak isimlendiriliyor. Her işin bir uzmanı var. Bugün bir kişinin diplomasız iş bulması neredeyse imkânsız. Hatta diploma bile yeterli olmayabiliyor. Nitekim sık sık diplomalı işsizlerden bahsediliyor."
İşçilerin toplu sözleşme yapmasının yasaklandığı bir ülkede hangi haklar ihlal edilmiş olur ?,"Sosyal ve ekonomik haklar da denilen ikinci kuşak haklar; ağır hayat şartları, yoksulluk ve insani olmayan çalışma koşulları nedeniyle insanların çoğunluğunun birinci kuşak haklardan yararlanamamaları sonucu talep edilmeye başlanmıştır."
"Rawls'a göre özgün durumdaki kişiler, toplumdaki konumları, sınıf ve statüleri, doğal özellikleri ve kabiliyetleri, fiziki ve zihni üstünlüklerine dair bilgi sahibi değildir. Bu durum aşağıdaki terimlerden hangisi ile ifade edilir?","Özgün durumdaki kişiler, toplumdaki konumları, sınıf ve statüleri, doğal özellikleri ve kabiliyetleri, fiziki ve zihni üstünlüklerine dair bilgi sahibi değildir. Ayrıca hayatta neyi değerli bulduklarına dair sahip oldukları ahlâk anlayışlarından ve psikolojik eğilimlerinden de habersizdirler. Dolayısıyla adalet ilkeleri bir çeşit cehalet peçesi (veil of ignorance) altında kabul edilecektir. Doğru cevap B seçeneğidir. "
Aşağıdakilerden hangisi kişi hakları doktrinin Avrupa Kıtasında resmen kabul ve ilan edilmesinin belgesidir?,1789 Fransız İnsan ve Vatandaş Hakları Bildirisi kişi hakları doktrinin Avrupa Kıtasında resmen kabul ve ilan edilmesinin belgesidir.
Bir şirkette yönetim kurulu başkanının birinci ödevi aşağıdakilerden hangisidir?,Cevap bulunamadı
Aşağıdakilerden hangisi bir etik sorusu değildir?,"Felsefeciler “Doğru eylem nedir?”, “Kişi nasıl doğru eylemde bulunabilir?”, “İyi nedir?”, “Kişi nasıl iyi olur?” vb. sorular sormuşlardır. Bu tür sorular ise artık ahlâk alanında değil de ahlâk felsefesi alanında olduğumuzu, yani etik sorgulamaya başladığımızı gösterir. bir yörede neyin iyi görüldüğü ise oraya has yerel bir ahlak ile ilgilidir. Bunun da ahlak felsefesi, yani ahlaki değerlerin felsefi bir soruşturması olan etik ile bir ilişkisi yoktur. Doğru yanıt E seçeneğidir. "
Yaşamın her alanında hızlı bir dönüşüm yaşanmaktadır “hız” içinde yaşadığımız toplumun en belirgin özelliği olmuştur bu durum mesleklerin de mevcut dönüşüme uygun hale getirilmesini şart koşmuştur bu nasıl elde edilmiştir?,"Geç moderniteyi yaşayan günümüzün sanayi sonrası toplumlarında ise bu değişim zirveye ulaşmış, meslek yaşamında doğurduğu sonuçlar daha da perçinlenmiştir. Yaşamın hemen hemen her alanında hızlı bir dönüşüm yaşanmaktadır. “Hız”, içinde yaşadığımız toplumların belki en belirgin vasfıdır. Uzun vâdeli düşünmeye, kalıcılığa, sürekliliğe imkân yoktur. Bu durum, mesleklerin de mevcut dönüşüme uygun hâle getirilmesini şart koşmaktadır. Nitekim bugünün iş yaşamında esneklik genel kural kabul edilmektedir. Neredeyse bütün meslekler esneklik düşüncesini benimsemiştir."
Bir insan hakkının “hak” sayılabilmesi için nerelerde yer alması gerekmektedir?,"Bir insan hakkının “hak” sayılabilmesi için anayasada, kanunlarda yer alması; o kanunun ya da anayasanın yürürlükte olması aranmamasıdır."
Bir insan hakkına sahip olmak için aşağıdakilerden hangisi yeterlidir?,"Bir insan hakkına sahip olmak için, insan olarak doğmuş olmak yeterlidir. Kişinin iyi olması, kötü olması, yurttaş olması, yabancı olması, suçlu olması, dürüst olması gibi kimi sıfatları önem taşımadığı gibi, cinsiyeti, cinsel yönelimi, dini inancı, siyasi görüşü, ekonomik durumu yahut engelli olup olmaması gibi özellikleri de önem taşımaz."
